,argpair,phenomenon,conclusion_type,domain,stronger_arg_premises,stronger_arg_conclusion,weaker_arg_premises,weaker_arg_conclusion,average_human_rating,osherson_rating,stronger_arg_scm,weaker_arg_scm,is_control,is_osherson,is_weaker_arg_shown_first
459,"['Motorbikes', 'Carts', 'Hovercraft', 'Buses', 'Motorbikes', 'Carts', 'Buses']",Monotonicity (Specific),Specific,Vehicles,"['Motorbikes', 'Carts', 'Hovercraft']",Buses,"['Motorbikes', 'Carts']",Buses,2.2,,9.591666666666669,8.830555555555556,False,False,False
460,"['Motorbikes', 'Hovercraft', 'Hovercraft', 'Motorbikes']",Asymmetry,Specific,Vehicles,['Motorbikes'],Hovercraft,['Hovercraft'],Motorbikes,2.4444444444444446,,6.579166666666668,6.1402777777777775,False,False,False
461,"['Motorbikes', 'Hovercraft', 'Trains', 'Motorbikes', 'Mopeds', 'Trains']",Diversity (Specific),Specific,Vehicles,"['Motorbikes', 'Hovercraft']",Trains,"['Motorbikes', 'Mopeds']",Trains,2.4,,8.020833333333334,7.320833333333333,False,False,False
462,"['Motorbikes', 'Submarines', 'Trains', 'Motorbikes', 'Mopeds', 'Trains']",Diversity (Specific),Specific,Vehicles,"['Motorbikes', 'Submarines']",Trains,"['Motorbikes', 'Mopeds']",Trains,2.4444444444444446,,7.947222222222223,7.320833333333333,False,False,True
463,"['Motorbikes', 'Tractors', 'Tractors', 'Motorbikes']",Asymmetry,Specific,Vehicles,['Motorbikes'],Tractors,['Tractors'],Motorbikes,2.1,,8.145833333333334,8.06388888888889,False,False,False
464,"['Ostriches', 'Ducks', 'Ostriches', 'Caterpillars', 'Ducks']",Nonmonotonicity (Specific),Mixed,Birds,['Ostriches'],Ducks,"['Ostriches', 'Caterpillars']",Ducks,1.25,,,,False,False,True
465,"['Ostriches', 'Falcons', 'All birds', 'Ostriches', 'Falcons', 'Bees', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Ostriches', 'Falcons']",All birds,"['Ostriches', 'Falcons', 'Bees']",All birds,1.3,,,,False,False,True
466,"['Ostriches', 'Storks', 'Roosters', 'Storks']",Similarity,Specific,Birds,['Ostriches'],Storks,['Roosters'],Storks,2.111111111111111,,9.419117647058822,7.572303921568627,False,False,True
467,"['Ostriches', 'Vultures', 'Chickens', 'Vultures']",Similarity,Specific,Birds,['Ostriches'],Vultures,['Chickens'],Vultures,2.1,,9.595588235294118,7.966911764705882,False,False,False
468,"['Ostriches', 'Vultures', 'Ducks', 'Vultures']",Similarity,Specific,Birds,['Ostriches'],Vultures,['Ducks'],Vultures,1.2,,9.595588235294118,7.64828431372549,False,False,True
469,"['Owls', 'Canaries', 'Owls', 'Bees', 'Canaries']",Nonmonotonicity (Specific),Mixed,Birds,['Owls'],Canaries,"['Owls', 'Bees']",Canaries,2.2222222222222223,,,,False,False,True
470,"['Owls', 'Eagles', 'Penguins', 'Eagles']",Similarity,Specific,Birds,['Owls'],Eagles,['Penguins'],Eagles,0.875,,9.552696078431373,5.830882352941177,False,False,False
471,"['Owls', 'Herons', 'Roosters', 'Magpies', 'Owls', 'Herons', 'Magpies']",Monotonicity (Specific),Specific,Birds,"['Owls', 'Herons', 'Roosters']",Magpies,"['Owls', 'Herons']",Magpies,1.6666666666666667,,10.65686274509804,10.03921568627451,False,False,False
472,"['Owls', 'Swans', 'All birds', 'Owls', 'Swans', 'All animals']",Specificity,General,Birds,"['Owls', 'Swans']",All birds,"['Owls', 'Swans']",All animals,1.2222222222222223,,,,False,False,False
473,"['Owls', 'Swans', 'Robins', 'Owls', 'Eagles', 'Robins']",Diversity (Specific),Specific,Birds,"['Owls', 'Swans']",Robins,"['Owls', 'Eagles']",Robins,2.333333333333333,,8.962009803921568,8.688725490196077,False,False,False
474,"['Parrots', 'Chickens', 'All birds', 'Parrots', 'Chickens', 'All animals']",Specificity,General,Birds,"['Parrots', 'Chickens']",All birds,"['Parrots', 'Chickens']",All animals,1.1,,,,False,False,True
475,"['Parrots', 'Chickens', 'Roosters', 'Crows', 'Parrots', 'Chickens', 'Crows']",Monotonicity (Specific),Specific,Birds,"['Parrots', 'Chickens', 'Roosters']",Crows,"['Parrots', 'Chickens']",Crows,1.3,,10.03186274509804,9.962009803921568,False,False,True
476,"['Peacocks', 'Blackbirds', 'All birds', 'Peacocks', 'Blackbirds', 'Cockroaches', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Peacocks', 'Blackbirds']",All birds,"['Peacocks', 'Blackbirds', 'Cockroaches']",All birds,0.2222222222222222,,,,False,False,True
477,"['Peacocks', 'Canaries', 'All birds', 'Peacocks', 'Canaries', 'All animals']",Specificity,General,Birds,"['Peacocks', 'Canaries']",All birds,"['Peacocks', 'Canaries']",All animals,1.0,,,,False,False,False
478,"['Peacocks', 'Doves', 'Peacocks', 'Moths', 'Doves']",Nonmonotonicity (Specific),Mixed,Birds,['Peacocks'],Doves,"['Peacocks', 'Moths']",Doves,1.7777777777777777,,,,False,False,False
479,"['Peacocks', 'Ducks', 'Penguins', 'All birds', 'Peacocks', 'Ducks', 'All birds']",Monotonicity (General),General,Birds,"['Peacocks', 'Ducks', 'Penguins']",All birds,"['Peacocks', 'Ducks']",All birds,1.2,,10.257352941176473,10.257352941176473,False,False,True
480,"['Peacocks', 'Ducks', 'Penguins', 'Herons', 'Peacocks', 'Ducks', 'Herons']",Monotonicity (Specific),Specific,Birds,"['Peacocks', 'Ducks', 'Penguins']",Herons,"['Peacocks', 'Ducks']",Herons,0.75,,9.863970588235292,9.863970588235292,False,False,True
481,"['Peacocks', 'Penguins', 'All birds', 'Peacocks', 'Roosters', 'All birds']",Diversity (General),General,Birds,"['Peacocks', 'Penguins']",All birds,"['Peacocks', 'Roosters']",All birds,2.2222222222222223,,9.284313725490197,10.159313725490197,False,False,True
482,"['Peacocks', 'Penguins', 'All birds', 'Peacocks', 'Turkeys', 'All birds']",Diversity (General),General,Birds,"['Peacocks', 'Penguins']",All birds,"['Peacocks', 'Turkeys']",All birds,2.7777777777777777,,9.284313725490197,10.325980392156865,False,False,True
483,"['Peacocks', 'Penguins', 'Storks', 'Peacocks', 'Chickens', 'Storks']",Diversity (Specific),Specific,Birds,"['Peacocks', 'Penguins']",Storks,"['Peacocks', 'Chickens']",Storks,2.6,,9.230392156862743,9.881127450980392,False,False,True
484,"['Peacocks', 'Penguins', 'Swans', 'Peacocks', 'Roosters', 'Swans']",Diversity (Specific),Specific,Birds,"['Peacocks', 'Penguins']",Swans,"['Peacocks', 'Roosters']",Swans,3.2222222222222223,,9.642156862745097,10.079656862745098,False,False,False
485,"['Peacocks', 'Sparrows', 'All birds', 'Peacocks', 'Sparrows', 'All animals']",Specificity,General,Birds,"['Peacocks', 'Sparrows']",All birds,"['Peacocks', 'Sparrows']",All animals,0.6,,,,False,False,True
486,"['Peacocks', 'Turkeys', 'All birds', 'Peacocks', 'Turkeys', 'All animals']",Specificity,General,Birds,"['Peacocks', 'Turkeys']",All birds,"['Peacocks', 'Turkeys']",All animals,0.5555555555555556,,,,False,False,False
487,"['Peacocks', 'Vultures', 'Peacocks', 'Ants', 'Vultures']",Nonmonotonicity (Specific),Mixed,Birds,['Peacocks'],Vultures,"['Peacocks', 'Ants']",Vultures,1.75,,,,False,False,False
488,"['Penguins', 'Crows', 'Penguins', 'Flees', 'Crows']",Nonmonotonicity (Specific),Mixed,Birds,['Penguins'],Crows,"['Penguins', 'Flees']",Crows,1.8888888888888888,,,,False,False,False
489,"['Penguins', 'Doves', 'All birds', 'Penguins', 'Doves', 'All animals']",Specificity,General,Birds,"['Penguins', 'Doves']",All birds,"['Penguins', 'Doves']",All animals,0.5,,,,False,False,True
490,"['Penguins', 'Ostriches', 'Penguins', 'Moths', 'Ostriches']",Nonmonotonicity (Specific),Mixed,Birds,['Penguins'],Ostriches,"['Penguins', 'Moths']",Ostriches,1.7777777777777777,,,,False,False,True
491,"['Penguins', 'Parrots', 'All birds', 'Penguins', 'Parrots', 'Moths', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Penguins', 'Parrots']",All birds,"['Penguins', 'Parrots', 'Moths']",All birds,1.0,,,,False,False,True
492,"['Penguins', 'Roosters', 'Penguins', 'Crickets', 'Roosters']",Nonmonotonicity (Specific),Mixed,Birds,['Penguins'],Roosters,"['Penguins', 'Crickets']",Roosters,1.1,,,,False,False,False
493,"['Penguins', 'Swallows', 'Penguins', 'Leeches', 'Swallows']",Nonmonotonicity (Specific),Mixed,Birds,['Penguins'],Swallows,"['Penguins', 'Leeches']",Swallows,0.8888888888888888,,,,False,False,False
494,"['Pigs', 'All mammals', 'Pigs', 'Bats']",Inclusion Fallacy,General,Mammals,['Pigs'],All mammals,['Pigs'],Bats,1.3333333333333333,,7.600877192982456,7.600877192982456,False,False,True
495,"['Pigs', 'All mammals', 'Pigs', 'Hedgehogs']",Inclusion Fallacy,General,Mammals,['Pigs'],All mammals,['Pigs'],Hedgehogs,2.333333333333333,,7.600877192982456,7.600877192982456,False,False,False
496,"['Pigs', 'Bats', 'All mammals', 'Pigs', 'Bats', 'All animals']",Specificity,General,Mammals,"['Pigs', 'Bats']",All mammals,"['Pigs', 'Bats']",All animals,0.8888888888888888,,,,False,False,True
497,"['Pigs', 'Bats', 'Cats', 'Pigs', 'Cows', 'Cats']",Diversity (Specific),Specific,Mammals,"['Pigs', 'Bats']",Cats,"['Pigs', 'Cows']",Cats,3.111111111111111,,7.448464912280701,8.078947368421053,False,False,False
498,"['Pigs', 'Deer', 'Giraffes', 'All mammals', 'Pigs', 'Deer', 'All mammals']",Monotonicity (General),General,Mammals,"['Pigs', 'Deer', 'Giraffes']",All mammals,"['Pigs', 'Deer']",All mammals,1.0,,9.785087719298245,9.096491228070176,False,False,False
499,"['Pigs', 'Giraffes', 'Bats', 'Cows', 'Pigs', 'Giraffes', 'Cows']",Monotonicity (Specific),Specific,Mammals,"['Pigs', 'Giraffes', 'Bats']",Cows,"['Pigs', 'Giraffes']",Cows,2.9,,9.524122807017545,9.402412280701752,False,False,False
500,"['Pigs', 'Hedgehogs', 'Hedgehogs', 'Pigs']",Asymmetry,Specific,Mammals,['Pigs'],Hedgehogs,['Hedgehogs'],Pigs,2.3,,7.379385964912281,7.18969298245614,False,False,True
501,"['Pigs', 'Mice', 'Mice', 'Pigs']",Asymmetry,Specific,Mammals,['Pigs'],Mice,['Mice'],Pigs,2.7777777777777777,,7.089912280701754,6.828947368421052,False,False,False
502,"['Pigs', 'Rhinos', 'Bats', 'Deer', 'Pigs', 'Rhinos', 'Deer']",Monotonicity (Specific),Specific,Mammals,"['Pigs', 'Rhinos', 'Bats']",Deer,"['Pigs', 'Rhinos']",Deer,3.0,,8.710526315789473,8.588815789473683,False,False,True
503,"['Rabbits', 'All mammals', 'Rabbits', 'Hedgehogs']",Inclusion Fallacy,General,Mammals,['Rabbits'],All mammals,['Rabbits'],Hedgehogs,3.2222222222222223,,8.12938596491228,8.12938596491228,False,False,True
504,"['Rabbits', 'All mammals', 'Rabbits', 'Mice']",Inclusion Fallacy,General,Mammals,['Rabbits'],All mammals,['Rabbits'],Mice,1.5555555555555556,,8.12938596491228,8.12938596491228,False,False,True
505,"['Rabbits', 'All mammals', 'Rabbits', 'Squirrels']",Inclusion Fallacy,General,Mammals,['Rabbits'],All mammals,['Rabbits'],Squirrels,2.4444444444444446,,8.12938596491228,8.12938596491228,False,False,True
506,"['Rabbits', 'Camels', 'All mammals', 'Rabbits', 'Squirrels', 'All mammals']",Diversity (General),General,Mammals,"['Rabbits', 'Camels']",All mammals,"['Rabbits', 'Squirrels']",All mammals,2.1,,10.285087719298245,8.664473684210527,False,False,True
507,"['Rabbits', 'Cats', 'All mammals', 'Rabbits', 'Cats', 'All animals']",Specificity,General,Mammals,"['Rabbits', 'Cats']",All mammals,"['Rabbits', 'Cats']",All animals,1.125,,,,False,False,True
508,"['Rabbits', 'Cats', 'Giraffes', 'Cats']",Similarity,Specific,Mammals,['Rabbits'],Cats,['Giraffes'],Cats,1.3333333333333333,,8.696271929824562,6.9298245614035086,False,False,False
509,"['Rabbits', 'Cows', 'All mammals', 'Rabbits', 'Cows', 'All animals']",Specificity,General,Mammals,"['Rabbits', 'Cows']",All mammals,"['Rabbits', 'Cows']",All animals,1.5,,,,False,False,False
510,"['Rabbits', 'Elephants', 'Pigs', 'Rabbits', 'Hamsters', 'Pigs']",Diversity (Specific),Specific,Mammals,"['Rabbits', 'Elephants']",Pigs,"['Rabbits', 'Hamsters']",Pigs,2.7,,9.06359649122807,8.357456140350877,False,False,True
511,"['Rabbits', 'Kangaroos', 'Kangaroos', 'Rabbits']",Asymmetry,Specific,Mammals,['Rabbits'],Kangaroos,['Kangaroos'],Rabbits,2.111111111111111,,7.880482456140351,7.464912280701755,False,False,True
512,"['Rabbits', 'Lions', 'All mammals', 'Rabbits', 'Lions', 'All animals']",Specificity,General,Mammals,"['Rabbits', 'Lions']",All mammals,"['Rabbits', 'Lions']",All animals,1.0,,,,False,False,True
513,"['Rabbits', 'Rhinos', 'Bats', 'Donkeys', 'Rabbits', 'Rhinos', 'Donkeys']",Monotonicity (Specific),Specific,Mammals,"['Rabbits', 'Rhinos', 'Bats']",Donkeys,"['Rabbits', 'Rhinos']",Donkeys,2.6666666666666665,,9.301535087719298,9.294956140350877,False,False,True
514,"['Rabbits', 'Rhinos', 'Rhinos', 'Rabbits']",Asymmetry,Specific,Mammals,['Rabbits'],Rhinos,['Rhinos'],Rabbits,2.4444444444444446,,6.827850877192983,6.891447368421053,False,False,True
515,"['Rhinos', 'Deer', 'Rhinos', 'Lizards', 'Deer']",Nonmonotonicity (Specific),Mixed,Mammals,['Rhinos'],Deer,"['Rhinos', 'Lizards']",Deer,2.2222222222222223,,,,False,False,False
516,"['Rhinos', 'Elephants', 'Rhinos', 'Tortoises', 'Elephants']",Nonmonotonicity (Specific),Mixed,Mammals,['Rhinos'],Elephants,"['Rhinos', 'Tortoises']",Elephants,2.4444444444444446,,,,False,False,True
517,"['Rhinos', 'Hedgehogs', 'All mammals', 'Rhinos', 'Hedgehogs', 'Chameleons', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Rhinos', 'Hedgehogs']",All mammals,"['Rhinos', 'Hedgehogs', 'Chameleons']",All mammals,0.7777777777777778,,,,False,False,False
518,"['Rhinos', 'Llamas', 'Bats', 'Sheep', 'Rhinos', 'Llamas', 'Sheep']",Monotonicity (Specific),Specific,Mammals,"['Rhinos', 'Llamas', 'Bats']",Sheep,"['Rhinos', 'Llamas']",Sheep,2.875,,10.617324561403509,10.442982456140353,False,False,False
519,"['Rhinos', 'Mice', 'Rhinos', 'Alligators', 'Mice']",Nonmonotonicity (Specific),Mixed,Mammals,['Rhinos'],Mice,"['Rhinos', 'Alligators']",Mice,2.888888888888889,,,,False,False,True
520,"['Robins', 'All birds', 'Chickens', 'All birds']",Typicality,General,Birds,['Robins'],All birds,['Chickens'],All birds,2.375,,8.924019607843137,9.63970588235294,False,False,True
521,"['Robins', 'All birds', 'Ostriches', 'All birds']",Typicality,General,Birds,['Robins'],All birds,['Ostriches'],All birds,1.6666666666666667,,8.924019607843137,8.25,False,False,True
522,"['Robins', 'All birds', 'Penguins', 'All birds']",Typicality,General,Birds,['Robins'],All birds,['Penguins'],All birds,2.1,0.9125,,,False,True,False
523,"['Robins', 'All birds', 'Robins', 'Ostriches']",Inclusion Fallacy,General,Birds,['Robins'],All birds,['Robins'],Ostriches,2.5,0.65,,,False,True,False
524,"['Robins', 'All birds', 'Robins', 'Penguins']",Inclusion Fallacy,General,Birds,['Robins'],All birds,['Robins'],Penguins,2.3,,8.924019607843137,8.924019607843137,False,False,True
525,"['Robins', 'All birds', 'Robins', 'Turkeys']",Inclusion Fallacy,General,Birds,['Robins'],All birds,['Robins'],Turkeys,3.111111111111111,,8.924019607843137,8.924019607843137,False,False,True
526,"['Robins', 'All birds', 'Roosters', 'All birds']",Typicality,General,Birds,['Robins'],All birds,['Roosters'],All birds,2.1,,8.924019607843137,9.144607843137257,False,False,False
527,"['Robins', 'All birds', 'Turkeys', 'All birds']",Typicality,General,Birds,['Robins'],All birds,['Turkeys'],All birds,2.0,,8.924019607843137,9.620098039215684,False,False,True
528,"['Robins', 'Blackbirds', 'All birds', 'Robins', 'Blackbirds', 'Worms', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Robins', 'Blackbirds']",All birds,"['Robins', 'Blackbirds', 'Worms']",All birds,1.3333333333333333,,,,False,False,True
529,"['Robins', 'Bluejays', 'Sparrows', 'Robins', 'Bluejays', 'Geese']",Similarity,Specific,Birds,"['Robins', 'Bluejays']",Sparrows,"['Robins', 'Bluejays']",Geese,1.6,0.95,,,False,True,False
530,"['Robins', 'Chickens', 'Chickens', 'Robins']",Asymmetry,Specific,Birds,['Robins'],Chickens,['Chickens'],Robins,2.375,,8.579656862745097,8.9375,False,False,True
531,"['Robins', 'Crows', 'Falcons', 'All birds', 'Robins', 'Crows', 'All birds']",Monotonicity (General),General,Birds,"['Robins', 'Crows', 'Falcons']",All birds,"['Robins', 'Crows']",All birds,1.0,,11.811274509803924,10.980392156862743,False,False,False
532,"['Robins', 'Ostriches', 'Ostriches', 'Robins']",Asymmetry,Specific,Birds,['Robins'],Ostriches,['Ostriches'],Robins,2.4444444444444446,,7.285539215686274,6.9485294117647065,False,False,True
533,"['Robins', 'Sparrows', 'Robins', 'Gorillas']",Similarity,Specific,Birds,['Robins'],Sparrows,['Robins'],Gorillas,0.5909090909090909,,,,True,False,False
534,"['Robins', 'Swans', 'All birds', 'Robins', 'Doves', 'All birds']",Diversity (General),General,Birds,"['Robins', 'Swans']",All birds,"['Robins', 'Doves']",All birds,2.1,,10.948529411764705,10.720588235294116,False,False,False
535,"['Robins', 'Swans', 'All birds', 'Robins', 'Swans', 'All animals']",Specificity,General,Birds,"['Robins', 'Swans']",All birds,"['Robins', 'Swans']",All animals,1.0,,,,False,False,True
536,"['Robins', 'Turkeys', 'Turkeys', 'Robins']",Asymmetry,Specific,Birds,['Robins'],Turkeys,['Turkeys'],Robins,1.7777777777777777,,8.138480392156863,8.486519607843137,False,False,False
537,"['Rockets', 'Airplanes', 'Carts', 'Airplanes']",Similarity,Specific,Vehicles,['Rockets'],Airplanes,['Carts'],Airplanes,1.0,,9.161111111111111,6.480555555555555,False,False,False
538,"['Rockets', 'Caravans', 'Rockets', 'Hammers', 'Caravans']",Nonmonotonicity (Specific),Mixed,Vehicles,['Rockets'],Caravans,"['Rockets', 'Hammers']",Caravans,2.0,,,,False,False,True
539,"['Rockets', 'Carts', 'Rockets', 'Knives', 'Carts']",Nonmonotonicity (Specific),Mixed,Vehicles,['Rockets'],Carts,"['Rockets', 'Knives']",Carts,2.125,,,,False,False,True
540,"['Rockets', 'Sleds', 'Rockets', 'Anvils', 'Sleds']",Nonmonotonicity (Specific),Mixed,Vehicles,['Rockets'],Sleds,"['Rockets', 'Anvils']",Sleds,2.75,,,,False,False,False
541,"['Rockets', 'Zeppelins', 'All vehicles', 'Rockets', 'Zeppelins', 'All things']",Specificity,General,Vehicles,"['Rockets', 'Zeppelins']",All vehicles,"['Rockets', 'Zeppelins']",All things,0.9,,,,False,False,False
542,"['Roosters', 'Chickens', 'Penguins', 'Chickens']",Similarity,Specific,Birds,['Roosters'],Chickens,['Penguins'],Chickens,0.8888888888888888,,13.278186274509803,6.566176470588236,False,False,True
543,"['Roosters', 'Chickens', 'Roosters', 'Moths', 'Chickens']",Nonmonotonicity (Specific),Mixed,Birds,['Roosters'],Chickens,"['Roosters', 'Moths']",Chickens,0.375,,,,False,False,False
544,"['Roosters', 'Crows', 'Roosters', 'Moths', 'Crows']",Nonmonotonicity (Specific),Mixed,Birds,['Roosters'],Crows,"['Roosters', 'Moths']",Crows,1.5555555555555556,,,,False,False,False
545,"['Roosters', 'Peacocks', 'All birds', 'Roosters', 'Peacocks', 'All animals']",Specificity,General,Birds,"['Roosters', 'Peacocks']",All birds,"['Roosters', 'Peacocks']",All animals,1.2222222222222223,,,,False,False,False
546,"['Roosters', 'Peacocks', 'Penguins', 'Peacocks']",Similarity,Specific,Birds,['Roosters'],Peacocks,['Penguins'],Peacocks,1.8888888888888888,,10.21936274509804,5.977941176470589,False,False,True
547,"['Roosters', 'Penguins', 'Ducks', 'Roosters', 'Peacocks', 'Ducks']",Diversity (Specific),Specific,Birds,"['Roosters', 'Penguins']",Ducks,"['Roosters', 'Peacocks']",Ducks,3.125,,9.730392156862743,10.167892156862743,False,False,False
548,"['Roosters', 'Storks', 'Crows', 'Roosters', 'Peacocks', 'Crows']",Diversity (Specific),Specific,Birds,"['Roosters', 'Storks']",Crows,"['Roosters', 'Peacocks']",Crows,2.2222222222222223,,9.588235294117649,9.22671568627451,False,False,False
549,"['Roosters', 'Storks', 'Roosters', 'Centipedes', 'Storks']",Nonmonotonicity (Specific),Mixed,Birds,['Roosters'],Storks,"['Roosters', 'Centipedes']",Storks,1.5555555555555556,,,,False,False,True
550,"['Roosters', 'Swans', 'All birds', 'Roosters', 'Swans', 'Mosquitoes', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Roosters', 'Swans']",All birds,"['Roosters', 'Swans', 'Mosquitoes']",All birds,1.3333333333333333,,,,False,False,True
551,"['Roosters', 'Turkeys', 'Roosters', 'Lice', 'Turkeys']",Nonmonotonicity (Specific),Mixed,Birds,['Roosters'],Turkeys,"['Roosters', 'Lice']",Turkeys,0.9,,,,False,False,True
552,"['Seagulls', 'All birds', 'Seagulls', 'Ostriches']",Inclusion Fallacy,General,Birds,['Seagulls'],All birds,['Seagulls'],Ostriches,2.2222222222222223,,9.700980392156865,9.700980392156865,False,False,False
553,"['Seagulls', 'Crows', 'Swans', 'Crows']",Similarity,Specific,Birds,['Seagulls'],Crows,['Swans'],Crows,1.5555555555555556,,10.115196078431373,7.926470588235293,False,False,False
554,"['Seagulls', 'Ostriches', 'All birds', 'Seagulls', 'Magpies', 'All birds']",Diversity (General),General,Birds,"['Seagulls', 'Ostriches']",All birds,"['Seagulls', 'Magpies']",All birds,3.333333333333333,,10.553921568627452,10.980392156862749,False,False,True
555,"['Seagulls', 'Owls', 'Penguins', 'Turkeys', 'Seagulls', 'Owls', 'Turkeys']",Monotonicity (Specific),Specific,Birds,"['Seagulls', 'Owls', 'Penguins']",Turkeys,"['Seagulls', 'Owls']",Turkeys,1.5555555555555556,,8.924019607843137,8.909313725490197,False,False,False
556,"['Seagulls', 'Penguins', 'Seagulls', 'All birds']",Inclusion Fallacy,General,Birds,['Seagulls'],Penguins,['Seagulls'],All birds,2.7777777777777777,,9.700980392156865,9.700980392156865,False,False,True
557,"['Seagulls', 'Swans', 'Penguins', 'Robins', 'Seagulls', 'Swans', 'Robins']",Monotonicity (Specific),Specific,Birds,"['Seagulls', 'Swans', 'Penguins']",Robins,"['Seagulls', 'Swans']",Robins,1.25,,9.746323529411764,9.746323529411764,False,False,True
558,"['Seagulls', 'Turkeys', 'Roosters', 'All birds', 'Seagulls', 'Turkeys', 'All birds']",Monotonicity (General),General,Birds,"['Seagulls', 'Turkeys', 'Roosters']",All birds,"['Seagulls', 'Turkeys']",All birds,1.0,,11.745098039215684,11.323529411764705,False,False,False
559,"['Sheep', 'All mammals', 'Sheep', 'Bats']",Inclusion Fallacy,General,Mammals,['Sheep'],All mammals,['Sheep'],Bats,1.3333333333333333,,8.31359649122807,8.31359649122807,False,False,True
560,"['Sheep', 'All mammals', 'Sheep', 'Camels']",Inclusion Fallacy,General,Mammals,['Sheep'],All mammals,['Sheep'],Camels,2.333333333333333,,8.31359649122807,8.31359649122807,False,False,False
561,"['Sheep', 'All mammals', 'Sheep', 'Hamsters']",Inclusion Fallacy,General,Mammals,['Sheep'],All mammals,['Sheep'],Hamsters,2.375,,8.31359649122807,8.31359649122807,False,False,False
562,"['Sheep', 'All mammals', 'Sheep', 'Squirrels']",Inclusion Fallacy,General,Mammals,['Sheep'],All mammals,['Sheep'],Squirrels,2.375,,8.31359649122807,8.31359649122807,False,False,True
563,"['Sheep', 'Cows', 'Donkeys', 'All mammals', 'Sheep', 'Cows', 'All mammals']",Monotonicity (General),General,Mammals,"['Sheep', 'Cows', 'Donkeys']",All mammals,"['Sheep', 'Cows']",All mammals,0.7777777777777778,,10.526315789473683,9.708333333333334,False,False,True
564,"['Sheep', 'Hedgehogs', 'Hedgehogs', 'Sheep']",Asymmetry,Specific,Mammals,['Sheep'],Hedgehogs,['Hedgehogs'],Sheep,2.7777777777777777,,7.3936403508771935,6.847587719298246,False,False,True
565,"['Sheep', 'Horses', 'Rabbits', 'Rhinos', 'Sheep', 'Horses', 'Rhinos']",Monotonicity (Specific),Specific,Mammals,"['Sheep', 'Horses', 'Rabbits']",Rhinos,"['Sheep', 'Horses']",Rhinos,2.125,,10.594298245614034,9.989035087719298,False,False,False
566,"['Sheep', 'Kangaroos', 'Kangaroos', 'Sheep']",Asymmetry,Specific,Mammals,['Sheep'],Kangaroos,['Kangaroos'],Sheep,2.333333333333333,,7.551535087719298,7.043859649122807,False,False,True
567,"['Sheep', 'Llamas', 'Llamas', 'Sheep']",Asymmetry,Specific,Mammals,['Sheep'],Llamas,['Llamas'],Sheep,2.333333333333333,,9.551535087719298,9.985745614035087,False,False,True
568,"['Sheep', 'Mice', 'Mice', 'Sheep']",Asymmetry,Specific,Mammals,['Sheep'],Mice,['Mice'],Sheep,2.625,,7.788377192982456,7.171052631578947,False,False,False
569,"['Sheep', 'Rabbits', 'Zebras', 'All mammals', 'Sheep', 'Rabbits', 'All mammals']",Monotonicity (General),General,Mammals,"['Sheep', 'Rabbits', 'Zebras']",All mammals,"['Sheep', 'Rabbits']",All mammals,1.0,,11.37280701754386,9.55263157894737,False,False,True
570,"['Sheep', 'Rhinos', 'Rhinos', 'Sheep']",Asymmetry,Specific,Mammals,['Sheep'],Rhinos,['Rhinos'],Sheep,2.125,,7.656798245614035,7.628289473684211,False,False,True
571,"['Sheep', 'Rhinos', 'Squirrels', 'Kangaroos', 'Sheep', 'Rhinos', 'Kangaroos']",Monotonicity (Specific),Specific,Mammals,"['Sheep', 'Rhinos', 'Squirrels']",Kangaroos,"['Sheep', 'Rhinos']",Kangaroos,1.9,,9.548245614035087,8.962719298245615,False,False,True
572,"['Skateboards', 'Boats', 'Rockets', 'Taxis', 'Skateboards', 'Boats', 'Taxis']",Monotonicity (Specific),Specific,Vehicles,"['Skateboards', 'Boats', 'Rockets']",Taxis,"['Skateboards', 'Boats']",Taxis,2.6666666666666665,,7.994444444444445,7.512499999999999,False,False,True
573,"['Skateboards', 'Caravans', 'All vehicles', 'Skateboards', 'Caravans', 'All things']",Specificity,General,Vehicles,"['Skateboards', 'Caravans']",All vehicles,"['Skateboards', 'Caravans']",All things,0.5,,,,False,False,False
574,"['Skateboards', 'Caravans', 'All vehicles', 'Skateboards', 'Caravans', 'Nails', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Skateboards', 'Caravans']",All vehicles,"['Skateboards', 'Caravans', 'Nails']",All vehicles,1.0,,,,False,False,False
575,"['Skateboards', 'Carts', 'Skateboards', 'Levels', 'Carts']",Nonmonotonicity (Specific),Mixed,Vehicles,['Skateboards'],Carts,"['Skateboards', 'Levels']",Carts,1.8,,,,False,False,False
576,"['Skateboards', 'Motorbikes', 'All vehicles', 'Skateboards', 'Motorbikes', 'Tong', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Skateboards', 'Motorbikes']",All vehicles,"['Skateboards', 'Motorbikes', 'Tong']",All vehicles,1.2,,,,False,False,False
