,argument,domain,conclusion_type,is_single_premise,is_control,premises,conclusion,average_rating,average_ranking,num_ratings
805,"(('Skateboards', 'Helicopters'), 'All vehicles')",Vehicles,General,False,False,"('Skateboards', 'Helicopters')",All vehicles,50.25,0.3977272727272727,4
806,"(('Skateboards', 'Hovercraft'), 'All vehicles')",Vehicles,General,False,False,"('Skateboards', 'Hovercraft')",All vehicles,30.5,0.42424242424242425,6
807,"(('Skateboards', 'Jeeps'), 'Tractors')",Vehicles,Specific,False,False,"('Skateboards', 'Jeeps')",Tractors,68.0,0.6590909090909091,10
808,"(('Skateboards', 'Mopeds'), 'All vehicles')",Vehicles,General,False,False,"('Skateboards', 'Mopeds')",All vehicles,35.25,0.30113636363636365,8
809,"(('Skateboards', 'Rockets'), 'All vehicles')",Vehicles,General,False,False,"('Skateboards', 'Rockets')",All vehicles,39.8,0.4545454545454545,5
810,"(('Skateboards', 'Sleds'), 'Helicopters')",Vehicles,Specific,False,False,"('Skateboards', 'Sleds')",Helicopters,32.0,0.18636363636363634,10
811,"(('Skateboards', 'Tractors'), 'Carts')",Vehicles,Specific,False,False,"('Skateboards', 'Tractors')",Carts,58.4,0.5227272727272727,10
812,"(('Skateboards', 'Trucks'), 'Rockets')",Vehicles,Specific,False,False,"('Skateboards', 'Trucks')",Rockets,35.75,0.1590909090909091,8
813,"(('Skateboards', 'Zeppelins'), 'All vehicles')",Vehicles,General,False,False,"('Skateboards', 'Zeppelins')",All vehicles,44.5,0.23863636363636365,4
814,"(('Sleds',), 'All vehicles')",Vehicles,General,True,False,"('Sleds',)",All vehicles,25.272727272727273,0.23316498316498313,66
815,"(('Sleds',), 'Bicycles')",Vehicles,Specific,True,False,"('Sleds',)",Bicycles,44.375,0.48032407407407407,16
816,"(('Sleds',), 'Buses')",Vehicles,Specific,True,False,"('Sleds',)",Buses,23.625,0.24768518518518517,8
817,"(('Sleds',), 'Caravans')",Vehicles,Specific,True,False,"('Sleds',)",Caravans,29.25,0.3912037037037037,8
818,"(('Sleds',), 'Helicopters')",Vehicles,Specific,True,False,"('Sleds',)",Helicopters,27.4,0.14074074074074075,10
819,"(('Sleds',), 'Tractors')",Vehicles,Specific,True,False,"('Sleds',)",Tractors,19.3,0.237037037037037,10
820,"(('Sleds', 'Cars'), 'All vehicles')",Vehicles,General,False,False,"('Sleds', 'Cars')",All vehicles,55.75,0.6193181818181818,8
821,"(('Sleds', 'Rockets'), 'All vehicles')",Vehicles,General,False,False,"('Sleds', 'Rockets')",All vehicles,41.0,0.3376623376623376,7
822,"(('Sleds', 'Skateboards'), 'All vehicles')",Vehicles,General,False,False,"('Sleds', 'Skateboards')",All vehicles,20.666666666666668,0.3409090909090909,6
823,"(('Sleds', 'Submarines'), 'All vehicles')",Vehicles,General,False,False,"('Sleds', 'Submarines')",All vehicles,56.714285714285715,0.36363636363636365,7
824,"(('Sleds', 'Tractors'), 'All vehicles')",Vehicles,General,False,False,"('Sleds', 'Tractors')",All vehicles,50.4,0.509090909090909,5
825,"(('Sleds', 'Vans'), 'All vehicles')",Vehicles,General,False,False,"('Sleds', 'Vans')",All vehicles,52.5,0.6022727272727273,8
826,"(('Sparrows',), 'All birds')",Birds,General,True,False,"('Sparrows',)",All birds,56.276923076923076,0.6313390313390314,65
827,"(('Sparrows',), 'Canaries')",Birds,Specific,True,False,"('Sparrows',)",Canaries,63.714285714285715,0.6216931216931217,7
828,"(('Sparrows',), 'Chickens')",Birds,Specific,True,False,"('Sparrows',)",Chickens,47.22222222222222,0.36419753086419754,9
829,"(('Sparrows',), 'Herons')",Birds,Specific,True,False,"('Sparrows',)",Herons,57.22222222222222,0.48353909465020567,9
830,"(('Sparrows',), 'Pelicans')",Birds,Specific,True,False,"('Sparrows',)",Pelicans,46.875,0.3703703703703704,16
831,"(('Sparrows',), 'Robins')",Birds,Specific,True,False,"('Sparrows',)",Robins,68.6,0.7185185185185184,25
832,"(('Sparrows',), 'Roosters')",Birds,Specific,True,False,"('Sparrows',)",Roosters,40.285714285714285,0.4656084656084656,7
833,"(('Sparrows', 'Blackbirds'), 'All birds')",Birds,General,False,False,"('Sparrows', 'Blackbirds')",All birds,55.0,0.5833333333333333,6
834,"(('Sparrows', 'Canaries'), 'All birds')",Birds,General,False,False,"('Sparrows', 'Canaries')",All birds,73.85714285714286,0.4935064935064935,7
835,"(('Sparrows', 'Ducks'), 'All birds')",Birds,General,False,False,"('Sparrows', 'Ducks')",All birds,66.61538461538461,0.6398601398601399,13
836,"(('Sparrows', 'Peacocks'), 'Roosters')",Birds,Specific,False,False,"('Sparrows', 'Peacocks')",Roosters,50.42857142857143,0.46753246753246763,7
837,"(('Sparrows', 'Robins'), 'All birds')",Birds,General,False,False,"('Sparrows', 'Robins')",All birds,65.77777777777777,0.5252525252525252,9
838,"(('Sparrows', 'Robins'), 'Herons')",Birds,Specific,False,False,"('Sparrows', 'Robins')",Herons,67.66666666666667,0.5404040404040403,9
839,"(('Sparrows', 'Seagulls'), 'Robins')",Birds,Specific,False,False,"('Sparrows', 'Seagulls')",Robins,79.375,0.5965909090909091,8
840,"(('Sparrows', 'Turkeys'), 'All birds')",Birds,General,False,False,"('Sparrows', 'Turkeys')",All birds,53.0,0.5227272727272727,4
841,"(('Sparrows', 'Turkeys'), 'Chickens')",Birds,Specific,False,False,"('Sparrows', 'Turkeys')",Chickens,73.22222222222223,0.7121212121212123,9
842,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,41.39655172413793,0.3959131545338442,58
843,"(('Squirrels',), 'Cats')",Mammals,Specific,True,False,"('Squirrels',)",Cats,30.2,0.38148148148148153,10
844,"(('Squirrels',), 'Horses')",Mammals,Specific,True,False,"('Squirrels',)",Horses,24.25,0.3078703703703704,8
845,"(('Squirrels',), 'Lions')",Mammals,Specific,True,False,"('Squirrels',)",Lions,24.166666666666668,0.2983539094650206,18
846,"(('Squirrels',), 'Rabbits')",Mammals,Specific,True,False,"('Squirrels',)",Rabbits,76.75,0.7708333333333334,8
847,"(('Squirrels',), 'Rhinos')",Mammals,Specific,True,False,"('Squirrels',)",Rhinos,18.5,0.23148148148148145,10
848,"(('Squirrels',), 'Tigers')",Mammals,Specific,True,False,"('Squirrels',)",Tigers,30.75,0.20833333333333331,8
849,"(('Squirrels',), 'Wolves')",Mammals,Specific,True,False,"('Squirrels',)",Wolves,31.166666666666668,0.24382716049382713,18
850,"(('Squirrels',), 'Zebras')",Mammals,Specific,True,False,"('Squirrels',)",Zebras,30.962962962962962,0.3333333333333333,27
851,"(('Squirrels', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Beavers')",All mammals,64.8,0.5727272727272728,5
852,"(('Squirrels', 'Hamsters'), 'Lions')",Mammals,Specific,False,False,"('Squirrels', 'Hamsters')",Lions,28.7,0.17727272727272725,10
853,"(('Squirrels', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Hedgehogs')",All mammals,54.125,0.45454545454545453,8
854,"(('Squirrels', 'Horses'), 'Zebras')",Mammals,Specific,False,False,"('Squirrels', 'Horses')",Zebras,82.125,0.7045454545454545,8
855,"(('Squirrels', 'Llamas'), 'Zebras')",Mammals,Specific,False,False,"('Squirrels', 'Llamas')",Zebras,64.0,0.4898989898989899,9
856,"(('Squirrels', 'Mice'), 'Rabbits')",Mammals,Specific,False,False,"('Squirrels', 'Mice')",Rabbits,71.625,0.6420454545454545,8
857,"(('Squirrels', 'Rabbits'), 'Horses')",Mammals,Specific,False,False,"('Squirrels', 'Rabbits')",Horses,55.375,0.47727272727272724,8
858,"(('Squirrels', 'Rabbits'), 'Rhinos')",Mammals,Specific,False,False,"('Squirrels', 'Rabbits')",Rhinos,32.5,0.35,10
859,"(('Squirrels', 'Rabbits'), 'Tigers')",Mammals,Specific,False,False,"('Squirrels', 'Rabbits')",Tigers,40.875,0.2954545454545454,8
860,"(('Squirrels', 'Sheep'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Sheep')",All mammals,65.0,0.5844155844155844,7
861,"(('Squirrels', 'Zebras'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Zebras')",All mammals,78.6,0.7090909090909091,5
862,"(('Storks',), 'All birds')",Birds,General,True,False,"('Storks',)",All birds,42.261538461538464,0.3843304843304843,65
863,"(('Storks',), 'Blackbirds')",Birds,Specific,True,False,"('Storks',)",Blackbirds,55.375,0.40509259259259256,8
864,"(('Storks',), 'Canaries')",Birds,Specific,True,False,"('Storks',)",Canaries,51.63157894736842,0.4327485380116959,19
865,"(('Storks',), 'Eagles')",Birds,Specific,True,False,"('Storks',)",Eagles,51.75,0.5972222222222222,8
866,"(('Storks',), 'Ostriches')",Birds,Specific,True,False,"('Storks',)",Ostriches,57.111111111111114,0.5020576131687242,9
867,"(('Storks',), 'Pelicans')",Birds,Specific,True,False,"('Storks',)",Pelicans,76.625,0.7627314814814815,16
868,"(('Storks',), 'Robins')",Birds,Specific,True,False,"('Storks',)",Robins,47.888888888888886,0.29218106995884774,9
869,"(('Storks',), 'Roosters')",Birds,Specific,True,False,"('Storks',)",Roosters,65.875,0.4930555555555556,8
870,"(('Storks',), 'Turkeys')",Birds,Specific,True,False,"('Storks',)",Turkeys,43.5,0.35648148148148145,8
871,"(('Storks', 'Chickens'), 'Roosters')",Birds,Specific,False,False,"('Storks', 'Chickens')",Roosters,78.875,0.6079545454545454,8
872,"(('Storks', 'Doves'), 'All birds')",Birds,General,False,False,"('Storks', 'Doves')",All birds,57.0,0.40909090909090906,4
873,"(('Storks', 'Eagles'), 'Turkeys')",Birds,Specific,False,False,"('Storks', 'Eagles')",Turkeys,72.875,0.3977272727272727,8
874,"(('Storks', 'Magpies'), 'All birds')",Birds,General,False,False,"('Storks', 'Magpies')",All birds,59.857142857142854,0.5909090909090909,7
875,"(('Storks', 'Ostriches'), 'All birds')",Birds,General,False,False,"('Storks', 'Ostriches')",All birds,49.25,0.46590909090909083,8
876,"(('Storks', 'Swallows'), 'Blackbirds')",Birds,Specific,False,False,"('Storks', 'Swallows')",Blackbirds,73.125,0.46590909090909094,8
877,"(('Storks', 'Turkeys'), 'All birds')",Birds,General,False,False,"('Storks', 'Turkeys')",All birds,73.0,0.44155844155844154,7
878,"(('Submarines',), 'All vehicles')",Vehicles,General,True,False,"('Submarines',)",All vehicles,27.560606060606062,0.2962962962962963,66
879,"(('Submarines',), 'Boats')",Vehicles,Specific,True,False,"('Submarines',)",Boats,72.96153846153847,0.7514245014245013,26
880,"(('Submarines',), 'Caravans')",Vehicles,Specific,True,False,"('Submarines',)",Caravans,32.5,0.30092592592592593,8
881,"(('Submarines',), 'Cars')",Vehicles,Specific,True,False,"('Submarines',)",Cars,39.375,0.3356481481481482,8
882,"(('Submarines',), 'Motorbikes')",Vehicles,Specific,True,False,"('Submarines',)",Motorbikes,24.5,0.18287037037037038,8
883,"(('Submarines',), 'Sleds')",Vehicles,Specific,True,False,"('Submarines',)",Sleds,22.8,0.20370370370370372,10
884,"(('Submarines',), 'Tractors')",Vehicles,Specific,True,False,"('Submarines',)",Tractors,29.45,0.2333333333333333,20
885,"(('Submarines',), 'Vans')",Vehicles,Specific,True,False,"('Submarines',)",Vans,25.8,0.2657407407407407,20
886,"(('Submarines', 'Boats'), 'All vehicles')",Vehicles,General,False,False,"('Submarines', 'Boats')",All vehicles,29.857142857142858,0.23376623376623376,7
887,"(('Submarines', 'Boats'), 'Tractors')",Vehicles,Specific,False,False,"('Submarines', 'Boats')",Tractors,45.6,0.29999999999999993,10
888,"(('Submarines', 'Buses'), 'Boats')",Vehicles,Specific,False,False,"('Submarines', 'Buses')",Boats,63.1,0.5818181818181817,10
889,"(('Submarines', 'Cars'), 'All vehicles')",Vehicles,General,False,False,"('Submarines', 'Cars')",All vehicles,66.16666666666667,0.6666666666666666,6
890,"(('Submarines', 'Hovercraft'), 'Tractors')",Vehicles,Specific,False,False,"('Submarines', 'Hovercraft')",Tractors,50.0,0.35909090909090907,10
891,"(('Submarines', 'Jeeps'), 'Cars')",Vehicles,Specific,False,False,"('Submarines', 'Jeeps')",Cars,63.75,0.46590909090909094,8
892,"(('Submarines', 'Mopeds'), 'All vehicles')",Vehicles,General,False,False,"('Submarines', 'Mopeds')",All vehicles,67.14285714285714,0.6103896103896105,7
893,"(('Submarines', 'Skateboards'), 'All vehicles')",Vehicles,General,False,False,"('Submarines', 'Skateboards')",All vehicles,52.75,0.4659090909090909,8
894,"(('Submarines', 'Trucks'), 'All vehicles')",Vehicles,General,False,False,"('Submarines', 'Trucks')",All vehicles,61.857142857142854,0.3766233766233766,7
895,"(('Submarines', 'Zeppelins'), 'Caravans')",Vehicles,Specific,False,False,"('Submarines', 'Zeppelins')",Caravans,52.0,0.4488636363636364,8
896,"(('Swallows',), 'All birds')",Birds,General,True,False,"('Swallows',)",All birds,52.753846153846155,0.5940170940170939,65
897,"(('Swallows',), 'Blackbirds')",Birds,Specific,True,False,"('Swallows',)",Blackbirds,61.3125,0.6134259259259259,16
898,"(('Swallows',), 'Chickens')",Birds,Specific,True,False,"('Swallows',)",Chickens,60.888888888888886,0.4300411522633745,9
899,"(('Swallows',), 'Ducks')",Birds,Specific,True,False,"('Swallows',)",Ducks,53.72222222222222,0.470164609053498,18
900,"(('Swallows',), 'Peacocks')",Birds,Specific,True,False,"('Swallows',)",Peacocks,42.23529411764706,0.3311546840958606,17
901,"(('Swallows',), 'Seagulls')",Birds,Specific,True,False,"('Swallows',)",Seagulls,54.4375,0.45717592592592593,16
902,"(('Swallows',), 'Sparrows')",Birds,Specific,True,False,"('Swallows',)",Sparrows,66.8125,0.7581018518518517,16
903,"(('Swallows', 'Herons'), 'All birds')",Birds,General,False,False,"('Swallows', 'Herons')",All birds,53.375,0.5340909090909091,8
904,"(('Swallows', 'Peacocks'), 'Seagulls')",Birds,Specific,False,False,"('Swallows', 'Peacocks')",Seagulls,52.42857142857143,0.6428571428571429,7
905,"(('Swallows', 'Roosters'), 'All birds')",Birds,General,False,False,"('Swallows', 'Roosters')",All birds,59.2,0.6090909090909091,5
906,"(('Swallows', 'Swans'), 'Ducks')",Birds,Specific,False,False,"('Swallows', 'Swans')",Ducks,69.55555555555556,0.6515151515151515,9
907,"(('Swans',), 'All birds')",Birds,General,True,False,"('Swans',)",All birds,46.41538461538462,0.4410256410256411,65
908,"(('Swans',), 'Blackbirds')",Birds,Specific,True,False,"('Swans',)",Blackbirds,56.666666666666664,0.4176954732510288,9
909,"(('Swans',), 'Chickens')",Birds,Specific,True,False,"('Swans',)",Chickens,49.42857142857143,0.5105820105820106,7
910,"(('Swans',), 'Crows')",Birds,Specific,True,False,"('Swans',)",Crows,53.75,0.4074074074074074,8
911,"(('Swans',), 'Doves')",Birds,Specific,True,False,"('Swans',)",Doves,57.5,0.47916666666666663,8
912,"(('Swans',), 'Ducks')",Birds,Specific,True,False,"('Swans',)",Ducks,78.23076923076923,0.792022792022792,26
913,"(('Swans',), 'Eagles')",Birds,Specific,True,False,"('Swans',)",Eagles,42.5,0.2986111111111111,16
914,"(('Swans',), 'Sparrows')",Birds,Specific,True,False,"('Swans',)",Sparrows,56.125,0.49768518518518523,8
915,"(('Swans',), 'Woodpeckers')",Birds,Specific,True,False,"('Swans',)",Woodpeckers,45.94736842105263,0.347953216374269,19
916,"(('Swans', 'Blackbirds'), 'All birds')",Birds,General,False,False,"('Swans', 'Blackbirds')",All birds,81.57142857142857,0.6883116883116883,7
917,"(('Swans', 'Canaries'), 'Eagles')",Birds,Specific,False,False,"('Swans', 'Canaries')",Eagles,40.625,0.3977272727272727,8
918,"(('Swans', 'Ducks'), 'All birds')",Birds,General,False,False,"('Swans', 'Ducks')",All birds,43.0,0.3920454545454544,8
919,"(('Swans', 'Magpies'), 'All birds')",Birds,General,False,False,"('Swans', 'Magpies')",All birds,50.0,0.5454545454545454,4
920,"(('Swans', 'Magpies'), 'Blackbirds')",Birds,Specific,False,False,"('Swans', 'Magpies')",Blackbirds,69.44444444444444,0.5050505050505051,9
921,"(('Swans', 'Magpies'), 'Ducks')",Birds,Specific,False,False,"('Swans', 'Magpies')",Ducks,70.44444444444444,0.5909090909090909,9
922,"(('Swans', 'Ostriches'), 'All birds')",Birds,General,False,False,"('Swans', 'Ostriches')",All birds,48.333333333333336,0.43939393939393945,6
923,"(('Swans', 'Parrots'), 'All birds')",Birds,General,False,False,"('Swans', 'Parrots')",All birds,68.75,0.6174242424242424,12
924,"(('Swans', 'Parrots'), 'Ducks')",Birds,Specific,False,False,"('Swans', 'Parrots')",Ducks,67.75,0.5056818181818182,8
925,"(('Swans', 'Parrots'), 'Eagles')",Birds,Specific,False,False,"('Swans', 'Parrots')",Eagles,73.0,0.5965909090909091,8
926,"(('Swans', 'Sparrows'), 'All birds')",Birds,General,False,False,"('Swans', 'Sparrows')",All birds,70.44444444444444,0.6969696969696969,9
927,"(('Swans', 'Woodpeckers'), 'All birds')",Birds,General,False,False,"('Swans', 'Woodpeckers')",All birds,67.0,0.6727272727272727,5
928,"(('Swans', 'Woodpeckers'), 'Sparrows')",Birds,Specific,False,False,"('Swans', 'Woodpeckers')",Sparrows,77.875,0.6875,8
929,"(('Taxis',), 'All vehicles')",Vehicles,General,True,False,"('Taxis',)",All vehicles,52.07575757575758,0.6795735129068466,66
930,"(('Taxis',), 'Cars')",Vehicles,Specific,True,False,"('Taxis',)",Cars,87.55555555555556,0.9166666666666666,18
931,"(('Taxis',), 'Carts')",Vehicles,Specific,True,False,"('Taxis',)",Carts,53.3,0.55,10
932,"(('Taxis',), 'Mopeds')",Vehicles,Specific,True,False,"('Taxis',)",Mopeds,42.5,0.47427983539094654,18
933,"(('Taxis',), 'Trains')",Vehicles,Specific,True,False,"('Taxis',)",Trains,52.6,0.4648148148148148,10
934,"(('Taxis', 'Boats'), 'Carts')",Vehicles,Specific,False,False,"('Taxis', 'Boats')",Carts,58.0,0.48181818181818176,10
935,"(('Taxis', 'Carts'), 'All vehicles')",Vehicles,General,False,False,"('Taxis', 'Carts')",All vehicles,68.0,0.5909090909090909,7
936,"(('Taxis', 'Motorbikes'), 'Cars')",Vehicles,Specific,False,False,"('Taxis', 'Motorbikes')",Cars,86.6,0.8818181818181818,10
937,"(('Taxis', 'Skateboards'), 'All vehicles')",Vehicles,General,False,False,"('Taxis', 'Skateboards')",All vehicles,52.4,0.5545454545454546,5
938,"(('Taxis', 'Trains'), 'All vehicles')",Vehicles,General,False,False,"('Taxis', 'Trains')",All vehicles,55.8,0.5454545454545455,5
939,"(('Taxis', 'Trains'), 'Cars')",Vehicles,Specific,False,False,"('Taxis', 'Trains')",Cars,86.625,0.8636363636363638,8
940,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,46.58620689655172,0.45114942528735635,58
941,"(('Tigers',), 'Cats')",Mammals,Specific,True,False,"('Tigers',)",Cats,81.14814814814815,0.8182441700960219,27
942,"(('Tigers',), 'Donkeys')",Mammals,Specific,True,False,"('Tigers',)",Donkeys,41.111111111111114,0.3292181069958848,9
943,"(('Tigers',), 'Lions')",Mammals,Specific,True,False,"('Tigers',)",Lions,83.05882352941177,0.8082788671023965,17
944,"(('Tigers',), 'Mice')",Mammals,Specific,True,False,"('Tigers',)",Mice,25.333333333333332,0.22839506172839505,9
945,"(('Tigers',), 'Rhinos')",Mammals,Specific,True,False,"('Tigers',)",Rhinos,48.64705882352941,0.5010893246187363,17
946,"(('Tigers',), 'Squirrels')",Mammals,Specific,True,False,"('Tigers',)",Squirrels,22.833333333333332,0.32201646090534974,18
947,"(('Tigers', 'Cats'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Cats')",All mammals,41.142857142857146,0.3701298701298702,7
948,"(('Tigers', 'Cats'), 'Lions')",Mammals,Specific,False,False,"('Tigers', 'Cats')",Lions,92.22222222222223,0.9292929292929293,9
949,"(('Tigers', 'Deer'), 'Squirrels')",Mammals,Specific,False,False,"('Tigers', 'Deer')",Squirrels,43.0,0.38636363636363635,8
950,"(('Tigers', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Donkeys')",All mammals,66.5,0.6193181818181819,8
951,"(('Tigers', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Hamsters')",All mammals,53.833333333333336,0.3181818181818182,6
952,"(('Tigers', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Hedgehogs')",All mammals,76.0,0.7181818181818181,5
953,"(('Tigers', 'Horses'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Horses')",All mammals,57.857142857142854,0.6558441558441557,7
954,"(('Tigers', 'Lions'), 'Squirrels')",Mammals,Specific,False,False,"('Tigers', 'Lions')",Squirrels,31.5,0.3363636363636363,10
955,"(('Tigers', 'Llamas'), 'Cats')",Mammals,Specific,False,False,"('Tigers', 'Llamas')",Cats,57.0,0.5568181818181818,8
956,"(('Tigers', 'Rabbits'), 'Lions')",Mammals,Specific,False,False,"('Tigers', 'Rabbits')",Lions,82.0,0.8125000000000001,8
957,"(('Tigers', 'Squirrels'), 'Cats')",Mammals,Specific,False,False,"('Tigers', 'Squirrels')",Cats,72.5,0.6772727272727272,10
958,"(('Tractors',), 'All vehicles')",Vehicles,General,True,False,"('Tractors',)",All vehicles,41.09090909090909,0.48288439955106627,66
959,"(('Tractors',), 'Carts')",Vehicles,Specific,True,False,"('Tractors',)",Carts,46.6,0.47777777777777775,10
960,"(('Tractors',), 'Jeeps')",Vehicles,Specific,True,False,"('Tractors',)",Jeeps,58.357142857142854,0.6633597883597883,28
961,"(('Tractors',), 'Mopeds')",Vehicles,Specific,True,False,"('Tractors',)",Mopeds,41.0,0.5296296296296297,10
962,"(('Tractors',), 'Vans')",Vehicles,Specific,True,False,"('Tractors',)",Vans,52.2,0.5499999999999999,10
963,"(('Tractors',), 'Zeppelins')",Vehicles,Specific,True,False,"('Tractors',)",Zeppelins,14.0,0.17460317460317462,7
964,"(('Tractors', 'Airplanes'), 'Jeeps')",Vehicles,Specific,False,False,"('Tractors', 'Airplanes')",Jeeps,64.375,0.625,8
965,"(('Tractors', 'Carriages'), 'All vehicles')",Vehicles,General,False,False,"('Tractors', 'Carriages')",All vehicles,60.0,0.5113636363636362,8
966,"(('Tractors', 'Mopeds'), 'Jeeps')",Vehicles,Specific,False,False,"('Tractors', 'Mopeds')",Jeeps,70.3,0.5318181818181819,10
967,"(('Tractors', 'Rockets'), 'All vehicles')",Vehicles,General,False,False,"('Tractors', 'Rockets')",All vehicles,70.71428571428571,0.6038961038961039,7
968,"(('Tractors', 'Skateboards'), 'Zeppelins')",Vehicles,Specific,False,False,"('Tractors', 'Skateboards')",Zeppelins,22.285714285714285,0.35064935064935066,7
969,"(('Tractors', 'Taxis'), 'Mopeds')",Vehicles,Specific,False,False,"('Tractors', 'Taxis')",Mopeds,47.8,0.4545454545454545,10
970,"(('Tractors', 'Trams'), 'All vehicles')",Vehicles,General,False,False,"('Tractors', 'Trams')",All vehicles,45.833333333333336,0.5681818181818182,6
971,"(('Trains',), 'All vehicles')",Vehicles,General,True,False,"('Trains',)",All vehicles,43.13636363636363,0.5569584736251404,66
972,"(('Trains',), 'Caravans')",Vehicles,Specific,True,False,"('Trains',)",Caravans,42.9,0.4796296296296296,10
973,"(('Trains',), 'Cars')",Vehicles,Specific,True,False,"('Trains',)",Cars,56.5,0.613425925925926,8
974,"(('Trains',), 'Carts')",Vehicles,Specific,True,False,"('Trains',)",Carts,40.5,0.4513888888888889,8
975,"(('Trains',), 'Submarines')",Vehicles,Specific,True,False,"('Trains',)",Submarines,31.185185185185187,0.32853223593964337,27
976,"(('Trains',), 'Trams')",Vehicles,Specific,True,False,"('Trains',)",Trams,76.77777777777777,0.8106995884773662,18
977,"(('Trains', 'Boats'), 'Trams')",Vehicles,Specific,False,False,"('Trains', 'Boats')",Trams,65.8,0.6136363636363636,10
978,"(('Trains', 'Carriages'), 'Carts')",Vehicles,Specific,False,False,"('Trains', 'Carriages')",Carts,66.25,0.5340909090909091,8
979,"(('Trains', 'Skateboards'), 'All vehicles')",Vehicles,General,False,False,"('Trains', 'Skateboards')",All vehicles,67.85714285714286,0.577922077922078,7
980,"(('Trains', 'Tractors'), 'All vehicles')",Vehicles,General,False,False,"('Trains', 'Tractors')",All vehicles,50.833333333333336,0.7196969696969697,6
981,"(('Trains', 'Trucks'), 'Caravans')",Vehicles,Specific,False,False,"('Trains', 'Trucks')",Caravans,69.9,0.6772727272727272,10
982,"(('Trams',), 'All vehicles')",Vehicles,General,True,False,"('Trams',)",All vehicles,38.42424242424242,0.45594837261503923,66
983,"(('Trams',), 'Boats')",Vehicles,Specific,True,False,"('Trams',)",Boats,38.92857142857143,0.3948412698412699,28
984,"(('Trams',), 'Buses')",Vehicles,Specific,True,False,"('Trams',)",Buses,68.1,0.701851851851852,10
985,"(('Trams',), 'Caravans')",Vehicles,Specific,True,False,"('Trams',)",Caravans,51.8,0.5962962962962963,10
986,"(('Trams',), 'Cars')",Vehicles,Specific,True,False,"('Trams',)",Cars,41.25,0.5601851851851851,8
987,"(('Trams',), 'Hovercraft')",Vehicles,Specific,True,False,"('Trams',)",Hovercraft,24.1,0.21666666666666665,10
988,"(('Trams',), 'Jeeps')",Vehicles,Specific,True,False,"('Trams',)",Jeeps,52.375,0.5347222222222222,8
989,"(('Trams',), 'Motorbikes')",Vehicles,Specific,True,False,"('Trams',)",Motorbikes,38.75,0.43750000000000006,8
990,"(('Trams',), 'Trains')",Vehicles,Specific,True,False,"('Trams',)",Trains,75.43333333333334,0.7975308641975308,30
991,"(('Trams',), 'Trucks')",Vehicles,Specific,True,False,"('Trams',)",Trucks,53.7,0.5962962962962963,20
992,"(('Trams',), 'Vans')",Vehicles,Specific,True,False,"('Trams',)",Vans,65.4,0.6685185185185185,10
993,"(('Trams', 'Bicycles'), 'Boats')",Vehicles,Specific,False,False,"('Trams', 'Bicycles')",Boats,55.125,0.3749999999999999,8
994,"(('Trams', 'Boats'), 'Hovercraft')",Vehicles,Specific,False,False,"('Trams', 'Boats')",Hovercraft,54.5,0.38636363636363635,10
995,"(('Trams', 'Buses'), 'Trains')",Vehicles,Specific,False,False,"('Trams', 'Buses')",Trains,79.9,0.740909090909091,10
996,"(('Trams', 'Buses'), 'Vans')",Vehicles,Specific,False,False,"('Trams', 'Buses')",Vans,81.1,0.7954545454545455,10
997,"(('Trams', 'Carriages'), 'Jeeps')",Vehicles,Specific,False,False,"('Trams', 'Carriages')",Jeeps,68.5,0.5568181818181818,8
998,"(('Trams', 'Cars'), 'All vehicles')",Vehicles,General,False,False,"('Trams', 'Cars')",All vehicles,50.25,0.5454545454545454,8
999,"(('Trams', 'Jeeps'), 'All vehicles')",Vehicles,General,False,False,"('Trams', 'Jeeps')",All vehicles,48.5,0.5397727272727273,8
1000,"(('Trams', 'Mopeds'), 'Motorbikes')",Vehicles,Specific,False,False,"('Trams', 'Mopeds')",Motorbikes,81.5,0.8011363636363636,8
1001,"(('Trams', 'Sleds'), 'All vehicles')",Vehicles,General,False,False,"('Trams', 'Sleds')",All vehicles,48.25,0.46590909090909094,8
1002,"(('Trams', 'Taxis'), 'Trains')",Vehicles,Specific,False,False,"('Trams', 'Taxis')",Trains,73.8,0.7181818181818183,10
1003,"(('Trams', 'Trains'), 'All vehicles')",Vehicles,General,False,False,"('Trams', 'Trains')",All vehicles,44.75,0.5511363636363636,8
1004,"(('Trams', 'Trucks'), 'Cars')",Vehicles,Specific,False,False,"('Trams', 'Trucks')",Cars,82.375,0.8011363636363636,8
1005,"(('Trams', 'Vans'), 'Caravans')",Vehicles,Specific,False,False,"('Trams', 'Vans')",Caravans,71.4,0.7045454545454545,10
