,i,prompt_generator,domain,conclusion_type,is_single_premise,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
513,8,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7729257641921398,0.46512832028981066,0.2917030567685589,0.4995633187772926,0.879475982532751,9.541224788690405e-06,0.02200642705088495,0.16664731867196025,0.012936676542838704,1.5227398648051434e-08
514,8,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8405522258325341,0.858266216072966,0.8163155138418057,0.8223972055055678,0.8470913587091085,7.75589912107112e-28,3.7891516285910995e-30,4.276982166152893e-25,9.607975620982672e-26,1.1767806228395659e-28
515,8,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7890353058965063,0.8852714453056407,0.8070789435121628,0.7737864523591663,0.8200704714477852,4.177812266467823e-36,9.713739048182778e-56,6.593068104404298e-39,6.069453237943945e-34,4.090941487804202e-41
564,9,S3-C1-A1-Q1-O1-T,Birds,General,False,0.34730161068214715,0.28511536409940386,-0.027034008137634354,0.22988676997868462,0.05032051277757133,0.0003997957427737629,0.004037205639997683,0.789476837113616,0.02139883151382366,0.6190524193602513
565,9,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6628621597892888,0.3491981142458801,0.1115013169446883,0.6839332748024584,-0.6286215978928885,0.0004158069185255727,0.09442262113595204,0.6039668216540606,0.0002286649548576308,0.001002143139719836
566,9,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.41705200459245734,0.302316087523521,0.6971132303035703,0.5650787024671371,0.5145249418090433,1.585425980590322e-05,0.0022354859183592534,7.870460513463526e-16,9.09258640581183e-10,4.34712293732445e-08
567,9,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.39088648998728975,0.40161998334277005,0.5705050775033008,0.5030157539534679,0.5583161157283882,1.9209198754026647e-07,8.187662204583019e-08,1.0235693971743853e-15,4.965560430293119e-12,5.47369906766311e-15
568,9,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.3427370601558857,0.32322342128177717,0.3734964394361144,0.3965500005508133,0.4111834443137671,0.00048188005645916543,0.001037665142516873,0.0001294587801128549,4.41881626553125e-05,2.140707045162349e-05
569,9,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.1270815074496056,-0.14802231160433424,0.5039439088518843,0.3067484662576688,0.3496932515337423,0.5540233456684529,0.4900281204262593,0.012044961881758975,0.14485423279713527,0.0939245017628053
570,9,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.3934576070676502,0.6729852922216234,0.6061442070520723,0.5985471768037546,0.7176093270391678,3.0134695027923594e-05,2.745648624799793e-15,5.7722096201205665e-12,1.2329400311993434e-11,4.931729056178683e-18
571,9,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5776785586287768,0.7195469168502244,0.7142951935271888,0.7274928109363538,0.842557944447043,8.418771237285348e-16,3.9959463334202274e-27,1.3900780142434195e-26,5.7353071652483365e-28,7.513899610023145e-45
572,9,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5633460410979075,0.3461808808656925,0.3722042238469399,0.41310520938716583,0.519486244589533,1.0495001206592624e-09,0.00041866291039127564,0.00013717773816875864,1.9414210399883863e-05,3.057130475244432e-08
573,9,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7815801501704394,0.6716619697861733,0.5157902674525459,0.6333343079944526,0.8789487210670934,6.501209222524523e-06,0.0003257676518403917,0.009883767537532109,0.0008933407734005851,1.5935759465619772e-08
574,9,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7807262866596019,0.820737432120778,0.7694428305737528,0.7709140635386453,0.7921859043418225,9.944519767900148e-22,1.4522610643548555e-25,8.6345988189596e-21,6.559886264170627e-21,9.675999123411997e-23
575,9,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7218043697278336,0.8265100914509792,0.7068228465875237,0.7030108268683186,0.718455942841238,1.1034530125645025e-27,2.8225656971354733e-42,3.885012639528643e-26,9.278566732389629e-26,2.49534290061878e-27
624,10,S3-C1-A1-Q1-O1-T,Birds,General,False,0.35026850573456625,0.1178412910899159,-0.1673867293241306,0.017540228281326415,0.07418535309015022,0.0003535600301764049,0.2429395306648792,0.09599479988158235,0.8624860879916494,0.46323022358833543
625,10,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5188906988291114,0.6006635601108694,0.46647749692718093,0.8027955424645679,0.1851933133868209,0.009374547197926552,0.0019112611141075082,0.021573852384573097,2.350605948434835e-06,0.3862955245637666
626,10,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.46337462465153983,0.2657186076263427,0.6276148257614103,0.5011034529785962,0.43103219756742,1.2048485188932101e-06,0.007540197467689107,2.790839066306406e-12,1.0959882147139903e-07,7.5770597747551475e-06
627,10,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.3534379001534692,0.3840311318414174,0.44090617390563136,0.4723740747497176,0.5268564909212285,2.9977925448373543e-06,3.260365322001073e-07,2.7614620391495873e-09,1.3155953315719217e-10,3.0652833663612164e-13
628,10,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.49822505781286514,0.45963459926568134,0.43287065460499563,0.47541357981542026,0.5169398542395665,1.3295724892285737e-07,1.5049157226127058e-06,6.859087611469299e-06,5.783143941535164e-07,3.6651229831144514e-08
629,10,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.4324442501093135,0.1963527440767301,0.5207695671184958,0.7770004372540446,0.6536947966768691,0.034815176355365504,0.35779594973317663,0.00907667928663757,7.981193504569981e-06,0.0005318034536644093
630,10,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.37430113215818533,0.5165416006610785,0.49373083623392655,0.4736048968244808,0.6421596393785883,7.728820329963178e-05,1.4446174440369491e-08,7.533227489018886e-08,2.936368809018203e-07,1.181742505640107e-13
631,10,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6107763474498183,0.6426270005198929,0.7170310150649464,0.7787877189330087,0.7926118525398972,6.133113630504406e-18,3.022500703214915e-20,7.286579121398368e-27,3.167586520517728e-34,3.312715964885795e-36
632,10,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6137481016866344,0.3230955599044814,0.34109244241424574,0.4820049638414754,0.5126401089723487,1.12440978398615e-11,0.0010427223972741127,0.0005150627064018293,3.823080936673228e-07,4.961910498092199e-08
633,10,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8565806733712287,0.8155141947486058,0.5225185832968954,0.7463926541320507,0.9134236991692173,9.230153524084648e-08,1.2029267325140964e-06,0.008806493287496574,2.8102056221241953e-05,4.708767848706427e-10
634,10,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.747367101725583,0.7740825346980718,0.8043967055291723,0.8287041101203386,0.8419375143438459,4.237850268848986e-19,3.6043810434354304e-21,6.84088105432896e-24,1.9208306828539586e-26,5.23907275124939e-28
635,10,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7241539071175466,0.880390208272441,0.7726341049580138,0.7650635163727766,0.7702449259220949,6.179935157143704e-28,2.3134705131779385e-54,8.702951083368412e-34,8.821314846136309e-33,1.8249982158258163e-33
684,11,S3-C1-A1-Q1-O1-T,Birds,General,False,0.35154200700893584,0.296554760869726,0.05276615002311606,0.292838047628063,0.36605950522276404,0.0003352677844856133,0.0027357837199056805,0.6020944628620438,0.003109831265121298,0.0001800742870874134
685,11,S3-C1-A1-Q1-O1-T,Birds,General,True,0.2575957727873184,0.38550349653257043,0.5490973139586086,0.4812857771906649,0.6741523557904008,0.22427950810074448,0.06282803507434116,0.005454265958646039,0.017262493863018688,0.00030358720254266083
686,11,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.39840043217006044,0.3242350639282465,0.6004768171625429,0.4815811584225374,0.41296141254703705,4.0393709215639664e-05,0.0009984330696751358,4.009654094028941e-11,3.9272120098290216e-07,1.9557085457332535e-05
687,11,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.6287232218173472,0.6144440122581244,0.5887018607923549,0.5817018620687193,0.6238552845278549,1.1972301416890619e-19,1.312856814141757e-18,7.33650595672187e-17,2.0618001596816145e-16,2.746284287133052e-19
688,11,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.4402478567935488,0.16151160455823776,0.297595077072945,0.20057559367919447,0.3919466662288749,4.573238863518541e-06,0.10841262144477147,0.0026386020968971807,0.04540083780899687,5.5120069398776426e-05
689,11,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.14824561403508776,-0.38502677054341006,0.624561403508772,0.5394736842105264,0.624561403508772,0.489366284939336,0.06318178345635167,0.001104825582608824,0.00651614341095884,0.001104825582608824
690,11,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4781578813940662,0.7313470053112585,0.6556876556512162,0.6153958876451567,0.7463579960897236,2.1749224445925633e-07,5.479030920661076e-19,2.392318389863086e-14,2.2282883806965464e-12,4.2331494120200665e-20
691,11,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5739065881789798,0.6931432163930311,0.6803926608318667,0.6973056237663373,0.7695627212611901,1.4248305416805759e-15,1.606495717658887e-24,2.320525680112037e-23,6.518415674743703e-25,5.5542628633323626e-33
692,11,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.7063701237377481,0.5202746792888385,0.5038189683009326,0.5650047947920182,0.7013426942588442,2.216809938776995e-16,2.8892949241117987e-08,9.118794519537152e-08,9.148544565531493e-10,4.4380558292448567e-16
693,11,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7147541154350173,0.7985375059287274,0.5731147677891791,0.5923497409262682,0.8056830793558025,8.695640335443007e-05,2.9105334510128756e-06,0.003417809151390998,0.002290084495715023,2.027596853298036e-06
694,11,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8033441072890655,0.8298231107788738,0.7604112733474623,0.7990814430325226,0.7934793215350171,8.658748463982036e-24,1.4337244864968517e-26,4.4668645659088213e-20,2.2165397641920642e-23,7.370556433694792e-23
695,11,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.8023666407195119,0.8475536043181675,0.7186622018872929,0.7061723254814773,0.7501574936637593,3.7901912317950104e-38,1.9686287034679053e-46,2.3738305175014168e-27,4.511712902508793e-26,6.600030589111728e-31
744,12,S3-C1-A1-Q1-O1-T,Birds,General,False,0.3608178817606973,0.21283209786714383,-0.16082457610488088,0.13231569313200156,0.029724801025962835,0.00022615118491164078,0.033504534032672194,0.1099429438024983,0.18941904490516873,0.7690821139026884
745,12,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6484358063726355,0.45474082790300113,0.5228615307795542,0.953401904241547,0.3872238114978289,0.000610221690348957,0.025576819412426257,0.00875430586813015,6.244268195609645e-13,0.06156414003352517
746,12,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.47984993648029395,0.29737881691872503,0.6196441951929591,0.5097951200202399,0.31638312095635535,4.3812334712450185e-07,0.0026585444976897354,6.269554103980727e-12,6.049292655464127e-08,0.0013419626113187156
747,12,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5000524846914466,0.444578054721077,0.5482347754821708,0.503019022269472,0.5760501654220819,6.915881833654946e-12,1.9665946777282995e-09,2.0819347234223197e-14,4.963737604680341e-12,4.664514307958102e-16
748,12,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5390189479813139,0.16408029971374855,0.34140191376000373,0.3170048974877166,0.43984970613523816,7.227773396087787e-09,0.1028375810017842,0.0005086628432740728,0.001311280103981089,4.675524614567988e-06
749,12,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.24379535272511224,-0.1257941804066302,0.6874589675942354,0.5837910338228363,0.6980014693336997,0.250961890209315,0.5580776545769564,0.00020592027592084298,0.0027449664253633467,0.00014923851806540782
750,12,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.562182736590077,0.7728830230554203,0.722780448597659,0.7036837593370889,0.7549393136433761,3.591910386684035e-10,2.8700468962589707e-22,2.190284297035662e-18,4.021885284168126e-17,9.021665757655298e-21
751,12,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5881315815619892,0.6641732624593092,0.6885648841701634,0.7418427944964108,0.8259658648310377,1.8897033345176648e-16,5.737089592630771e-22,4.257536378136105e-24,1.439402710602724e-29,1.125037206127281e-41
752,12,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.620816937611899,0.3499273554109643,0.5096159059749767,0.45523411281539883,0.5664949921378256,5.573697304594998e-12,0.000358613934269784,6.124903436313152e-08,1.9484660860691688e-06,8.081639098534264e-10
753,12,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.879404704801054,0.7564086961337039,0.5589844738829995,0.7253228451246125,0.8465747631086303,1.5321474412833397e-08,1.898973949299294e-05,0.00451838612654897,6.064483816868696e-05,1.8455589186729888e-07
754,12,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7760818506289577,0.7842960428763531,0.7637240123649425,0.753702033714485,0.7422373578093537,2.457820686167316e-21,4.88639184700384e-22,2.4654304193244255e-20,1.446076985511037e-19,9.891031037386866e-19
755,12,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7731149639077137,0.8648645452382041,0.7161248085346694,0.7781982925569604,0.7816638273721722,7.48973094934309e-34,2.3627681538440154e-50,4.3734490627522e-27,1.4971487864424457e-34,4.87405138326946e-35
804,13,S3-C1-A1-Q1-O1-T,Birds,General,False,0.4841508441412316,0.302361585028449,-0.18025586102786936,0.29578019039335784,-0.09397536716377307,3.334862999602561e-07,0.0022318874081325296,0.07271319325778437,0.0028102186900815927,0.35237167250655443
805,13,S3-C1-A1-Q1-O1-T,Birds,General,True,0.49583516001753614,0.36529828837926076,0.5168785620341956,0.7238053485313458,0.24331433581762385,0.013737671390730458,0.07920839637859932,0.0097024793843856,6.392864582717788e-05,0.2519275011612746
806,13,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.3825395066793708,0.4320405023451926,0.6308718035797871,0.608825321332405,0.5825737879751681,8.573083804079269e-05,7.174967823328673e-06,1.9915491311016265e-12,1.8144214060845542e-11,2.0371564329516585e-10
807,13,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.37700908026652435,0.3617793581484503,0.4611081286390399,0.4133815906882287,0.6048254178806706,5.536658402474056e-07,1.6743785669941024e-06,4.054477731699141e-10,3.104971126236278e-08,6.159977138691461e-18
808,13,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5127685756322784,0.25476736386252036,0.2624198499915178,0.2806877206836483,0.32516752838036345,4.9175012438626925e-08,0.010527586601325346,0.008349468367228038,0.004673920597311782,0.0009634739376821605
809,13,S3-C1-A1-Q1-O1-T,Mammals,General,True,-0.0908296943231441,-0.19303746874039804,0.62882096069869,0.4026200873362446,0.5021834061135372,0.6729572178358558,0.36613104489547466,0.0009973199913644057,0.05110531241497289,0.012397043724137347
810,13,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5592150396594111,0.7535426114326208,0.7046268794381568,0.7571789986121644,0.7780839039564915,4.6464132226216754e-10,1.1652816084926657e-20,3.502467723333346e-17,5.963474251681059e-21,9.955349036853373e-23
811,13,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.7077611944751285,0.8055912750128671,0.7954402213886433,0.8198169019992758,0.869407855377004,6.307904880663797e-26,3.2996236589218565e-38,1.2483803347559541e-36,1.39163648011555e-40,7.392744176977797e-51
812,13,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.763874921365492,0.5022993712957659,0.5451340817611807,0.5474648184494455,0.6615447680546928,2.3990229947717058e-20,1.0109206135122654e-07,4.514492846970681e-09,3.763765467795592e-09,6.759199581408249e-14
813,13,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.938677179150241,0.7249994335944138,0.5742444152431012,0.8020148926850635,0.8922470433639947,1.194735354479877e-11,6.133199047443286e-05,0.0033405961187076344,2.445441853277892e-06,4.7234620773188544e-09
814,13,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7320095194060233,0.7697772616325512,0.8493863688340896,0.8075925962848828,0.8051246019576238,5.0562593991097804e-18,8.113176217668667e-21,5.945074241776361e-29,3.315390216161623e-24,5.807316920747149e-24
815,13,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.8126307068045102,0.8706128772741759,0.8082100279791534,0.7769018368438265,0.8140022193486652,7.886701452343747e-40,8.906737524352458e-52,4.3017931815326655e-39,2.2664058080753913e-34,4.616790352792594e-40
864,14,S3-C1-A1-Q1-O1-T,Birds,General,False,0.5093111047704926,0.24261827188278584,-0.05619553618864837,0.31949276465850873,-0.08066536174638973,6.255574077726563e-08,0.015010069739609642,0.5786694338051107,0.001194785740016492,0.42497885991167395
865,14,S3-C1-A1-Q1-O1-T,Birds,General,True,0.376362843436546,0.4891190352968045,0.5124291321412996,0.6668120366332316,0.22110771914522462,0.06988096893459826,0.01528318393620363,0.010461451112863713,0.0003730297039306801,0.2991310653275789
866,14,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.42689969501220537,0.30155147809498484,0.44969347244266694,0.3779297214129191,0.31769503176668623,9.457324196556747e-06,0.0022967490393963025,2.683708986798188e-06,0.00010593399355879168,0.0012779717565642294
867,14,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.42737672588299275,0.476832105478213,0.5129914835989566,0.5702091280190856,0.5746384018959317,9.32081277301166e-09,8.331652563871605e-11,1.5896156405613766e-12,1.0669741569211894e-15,5.705760238609987e-16
868,14,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.32411322007329896,0.2513331220275226,0.39706469072644573,0.4284386554262943,0.5001656692313007,0.0010030855516181942,0.01165704174593226,4.310062886244504e-05,8.710943971454768e-06,1.1674204808888499e-07
869,14,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.2402981859992784,0.2187393196299036,0.731418566143789,0.9120807059826626,0.7708835966911157,0.25803708521951696,0.30446896735496154,4.88977081277273e-05,5.54200964935939e-10,1.0420190517216485e-05
870,14,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5582704114741235,0.6802480567461593,0.6742389698032961,0.5861950232458614,0.7598579771546997,5.040473052683696e-10,1.0587154814703306e-15,2.333679769625428e-15,4.0620832734866306e-11,3.6130836380321386e-21
871,14,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6417061164676987,0.7735628751898272,0.7501139995955702,0.8083871365694532,0.8418470046029564,3.555499354182746e-20,1.6310316973783994e-33,1.5370069654672391e-30,1.1680393915078253e-38,1.0455652935440002e-44
872,14,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.7302194174676804,0.4495743383042501,0.4159749375597072,0.43524964800873245,0.5830498831545747,6.676112620551385e-18,2.702081247945859e-06,1.675959141427443e-05,6.024835150478665e-06,1.9534597752825496e-10
873,14,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8007863695937091,0.5386908714267369,0.4801223241590214,0.5037134119702927,0.8523372651813018,2.601587833953388e-06,0.006609625902379244,0.01757352336986,0.012090584839592978,1.2459465371172777e-07
874,14,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7588519921497856,0.7866690934030985,0.7431745469909978,0.6969347901285597,0.7019929043416635,5.889177023376887e-20,3.024047447020811e-22,8.484829756189303e-19,8.06125459869316e-16,4.060287839735423e-16
875,14,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7159378180382414,0.8582995993239368,0.7211977249281445,0.7263806960772743,0.7455244541551144,4.573681361107999e-27,8.343795334504484e-49,1.280386249124593e-27,3.547774734428663e-28,2.3729593332535233e-30
